	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	USERID	TweetTime	TweetID	Tweet	(1) Very General	(2) General	(3) Specific	(4) Very specific	(5) Extremely Specific	NA	Majority	Score	Time	time_zone	weeks	hours	month	date
1491	2275	2275	2275	2275	2275	23521579	2014	543373605493809152	Time to get kid number two on the bus . Be back later . 	0	1	3	1	0	0	3	3.0	Fri Dec 12 11:55:37 +0000 2014	Indiana (East)	Fri	7	Dec	12
1492	2276	2276	2276	2276	2276	23522693	2009	1484970894	<USER> I'm a nurse and can handle a lot , but that was horrible ! 	0	3	2	0	0	0	2	2.4	Thu Apr 09 17:57:07 +0000 2009	Central Time (US & Canada)	Thu	13	Apr	9
1493	2277	2277	2277	2277	2277	23522693	2009	1545883407	<USER> Reason I love Twitter- Last week Dr . Drew was on a flight with my brother . I tweeted Drew and he shook my brother 's hand from me ! 	0	0	1	3	1	0	4	4.0	Fri Apr 17 21:43:05 +0000 2009	Central Time (US & Canada)	Fri	17	Apr	17
1494	2278	2278	2278	2278	2278	2352474534	2014	537272325138173952	So I got hit on while walking my dog , looking like a mess wearing sweats and a old t-shirt , and I was actually ok . #life #nervous	1	0	1	1	2	0	5	3.6	Tue Nov 25 15:51:19 +0000 2014	Pacific Time (US & Canada)	Tue	8	Nov	25
1495	2279	2279	2279	2279	2279	2352474534	2014	537266581101748226	Thank you universe for throwing me a curve ball at least it was a nice curve ball ! : ) 	0	3	0	2	0	0	2	2.8	Tue Nov 25 15:28:29 +0000 2014	Pacific Time (US & Canada)	Tue	7	Nov	25
1496	2288	2288	2288	2288	2288	24363231	2014	424998446274056192	<USER> Oh that looks amazing ! ! ! Must try ! ! #Drooling	2	3	1	0	0	0	2	1.8333333333333333	Sun Jan 19 20:15:00 +0000 2014	Eastern Time (US & Canada)	Sun	15	Jan	19
1497	2289	2289	2289	2289	2289	24363231	2013	415163803211288576	<USER> Love following your Twitter ! Shame I'm in the US and unable to hop a Chiltern train . #WouldIfICould #MerryChristmas	0	1	3	2	0	0	3	3.1666666666666665	Mon Dec 23 16:55:38 +0000 2013	Eastern Time (US & Canada)	Mon	12	Dec	23
1498	2290	2290	2290	2290	2290	24376324	2009	2660184749	trying to figure out how to use twitter as i sit around and complain about my abs hurting that i appearently have o_0	0	2	2	2	0	0	2	3.0	Wed Jul 15 23:43:58 +0000 2009	Indiana (East)	Wed	20	Jul	15
1499	2291	2291	2291	2291	2291	24376324	2016	812975581214232576	The blankets Anna made Zack and I for Christmas are Miss Mylo Approved ! Lol <URL>	1	2	1	2	0	0	2	2.6666666666666665	Sun Dec 25 10:57:37 +0000 2016	Indiana (East)	Sun	6	Dec	25
1500	2292	2292	2292	2292	2292	2437774033	2017	926319368107122688	<USER> Is her name Karen ? 	2	3	1	0	0	0	2	1.8333333333333333	Fri Nov 03 05:25:22 +0000 2017	Eastern Time (US & Canada)	Fri	0	Nov	3
1501	2293	2293	2293	2293	2293	2437774033	2017	942952944147853312	My mental health is really deteriorating . I have no appetite , no energy , no motivation . I wake up at 6 am and lay i… <URL>	0	1	2	2	1	0	3	3.5	Tue Dec 19 03:01:15 +0000 2017	Eastern Time (US & Canada)	Mon	22	Dec	18
1502	2298	2298	2298	2298	2298	243956746	2014	448680245227307008	Know what is literally my least favorite thing in the world ? When somebody says they 're gonna do something , then they do n't do it . 	0	2	2	2	0	0	2	3.0	Wed Mar 26 04:38:01 +0000 2014	Central Time (US & Canada)	Wed	0	Mar	26
1503	2299	2299	2299	2299	2299	243956746	2014	482017544190971905	<USER> Lol because everyone cares about college baseball , and no other schools have beautiful campuses or great academics . 	0	1	3	2	0	0	3	3.1666666666666665	Thu Jun 26 04:28:32 +0000 2014	Central Time (US & Canada)	Wed	23	Jun	25
1504	2300	2300	2300	2300	2300	252227907	2011	49897457051639809	Watch the new 'ShaneDawsonTV' ( <USER> ) Video : 'F**K YOU 'MARLEY & ME ! '' <URL>	0	0	4	2	0	0	3	3.333333333333333	Mon Mar 21 18:17:35 +0000 2011	Pacific Time (US & Canada)	Mon	11	Mar	21
1505	2301	2301	2301	2301	2301	252227907	2012	253707359480868864	<USER> i saw you on live ! ! one day it will be in person ^-^	1	4	0	1	0	0	2	2.1666666666666665	Thu Oct 04 04:05:22 +0000 2012	Pacific Time (US & Canada)	Wed	21	Oct	3
1506	2308	2308	2308	2308	2308	252597682	2016	691057351013601280	<USER> ana wa7da sad	3	0	1	0	0	2	1	1.5	Sun Jan 24 00:38:06 +0000 2016	Quito	Sat	20	Jan	23
1507	2309	2309	2309	2309	2309	252597682	2016	752613123480248320	Body pump classes will be the death of me . 	1	2	2	1	0	0	2	2.5	Mon Jul 11 21:18:46 +0000 2016	Quito	Mon	16	Jul	11
1508	2310	2310	2310	2310	2310	24476975	2016	700687443989807104	What do you think of SPLENDA® Brand’s new packaging ? #splendasavvies #sponsored <URL>	0	1	4	1	0	0	3	3.0	Fri Feb 19 14:24:39 +0000 2016	Eastern Time (US & Canada)	Fri	9	Feb	19
1509	2311	2311	2311	2311	2311	24476975	2015	633812039669035008	These will totally help me forget about a day of stress and chaos ! <URL> #GoldfishCrowd #sponsored #GoldfishTales	1	2	1	1	1	0	2	2.833333333333333	Wed Aug 19 01:25:40 +0000 2015	Eastern Time (US & Canada)	Tue	20	Aug	18
1510	2314	2314	2314	2314	2314	245012097	2011	135793519272017920	<USER> i missed you too girl ! what have you been doin ? 	2	3	1	0	0	0	2	1.8333333333333333	Sun Nov 13 18:57:52 +0000 2011	Eastern Time (US & Canada)	Sun	14	Nov	13
1511	2315	2315	2315	2315	2315	245012097	2012	179716319640436737	<USER> <USER> omg ash ! you gotta learn to type ! 	1	4	1	0	0	0	2	2.0	Tue Mar 13 23:51:24 +0000 2012	Eastern Time (US & Canada)	Tue	19	Mar	13
1512	2318	2318	2318	2318	2318	245047851	2011	95504434137808896	<USER> im not stupid and im not a dumbass . Look in the fucking goddamn mirror . Im sick and tired of deaaling with your shit ! 	1	3	1	1	0	0	2	2.333333333333333	Mon Jul 25 14:43:26 +0000 2011	Atlantic Time (Canada)	Mon	11	Jul	25
1513	2319	2319	2319	2319	2319	245047851	2014	517329092182827008	I'm ready to be a mommy . . . Just praying .  🙏☝ ️ 👶 	1	2	3	0	0	0	3	2.333333333333333	Wed Oct 01 15:04:01 +0000 2014	Atlantic Time (Canada)	Wed	11	Oct	1
1514	2324	2324	2324	2324	2324	2426460366	2015	580795578751291392	#adulting is so much better when you are a teacher on spring break . A whole season into Nashville in 24 hours ? Love it ! 	0	2	1	2	0	0	2	3.0	Wed Mar 25 18:17:11 +0000 2015	Eastern Time (US & Canada)	Wed	13	Mar	25
1515	2325	2325	2325	2325	2325	2426460366	2017	847601513002188800	<USER> I'm at #OFLA17 as well ( and planning to attend your session ! ! ! ) 	0	0	4	1	0	0	3	3.2	Fri Mar 31 00:08:43 +0000 2017	Eastern Time (US & Canada)	Thu	19	Mar	30
1516	2326	2326	2326	2326	2326	2428074381	2014	512750413645225986	This little girl came up to me and said , 'I do n't have any money to give you , but would it be ok for… <URL>	0	3	1	1	0	0	2	2.6	Thu Sep 18 23:49:59 +0000 2014	Eastern Time (US & Canada)	Thu	19	Sep	18
1517	2327	2327	2327	2327	2327	2428074381	2015	660304135078715392	A personal favorite from my <USER> shop <URL>	1	3	1	0	0	0	2	2.0	Sat Oct 31 03:55:48 +0000 2015	Eastern Time (US & Canada)	Fri	23	Oct	30
1518	2328	2328	2328	2328	2328	243026802	2014	452537730874871808	First Pro/1/2/3 race and I did n't get dropped , so yay for that . Even won a prime for poops and giggles . 	0	3	2	0	0	0	2	2.4	Sat Apr 05 20:06:17 +0000 2014	Atlantic Time (Canada)	Sat	16	Apr	5
1519	2329	2329	2329	2329	2329	243026802	2014	425409550775107584	<USER> That next game lasted forever , and of course I hit a 3 on the first possession after you left . Ended up losing 14-15 . 	0	3	0	2	0	0	2	2.8	Mon Jan 20 23:28:35 +0000 2014	Atlantic Time (Canada)	Mon	19	Jan	20
1520	2330	2330	2330	2330	2330	2470121857	2017	912752497101438976	While our president was rage-tweeting about athletes , <USER> was already sending help to Puerto Rico . Please… <URL>	0	0	2	4	0	0	4	3.6666666666666665	Tue Sep 26 18:55:28 +0000 2017	Eastern Time (US & Canada)	Tue	14	Sep	26
1521	2331	2331	2331	2331	2331	2470121857	2017	897613219233247234	A line from Proverbs seems fitting here : 'Truthful lips endure forever , but a lying tongue is but for a moment . '… <URL>	0	0	5	1	0	0	3	3.1666666666666665	Wed Aug 16 00:17:22 +0000 2017	Eastern Time (US & Canada)	Tue	19	Aug	15
1522	2334	2334	2334	2334	2334	247059779	2012	223470115990147073	<USER> today I'm performing & I'm really nervous , I will dedicate my performance to you ! Thanks for being awesome : ) 	1	1	3	1	0	0	3	2.6666666666666665	Thu Jul 12 17:33:22 +0000 2012	Mountain Time (US & Canada)	Thu	13	Jul	12
1523	2335	2335	2335	2335	2335	247059779	2012	181172271862382592	I just bought #UpAllNight Totally worth the wait : ) <USER> #1dupallnighttonumber1 11	0	0	4	2	0	0	3	3.333333333333333	Sun Mar 18 00:16:50 +0000 2012	Mountain Time (US & Canada)	Sat	19	Mar	17
1524	2338	2338	2338	2338	2338	247130343	2012	180658763886370817	This new train song is legitt . 	0	2	4	0	0	0	3	2.6666666666666665	Fri Mar 16 14:16:20 +0000 2012	Central Time (US & Canada)	Fri	9	Mar	16
1525	2339	2339	2339	2339	2339	247130343	2012	178969394175684609	I wanna play soccer right noooww . 	1	1	3	1	0	0	3	2.6666666666666665	Sun Mar 11 22:23:23 +0000 2012	Central Time (US & Canada)	Sun	17	Mar	11
1526	2344	2344	2344	2344	2344	240097251	2013	376902343456862209	#TotalDivas lol @ the random <USER> cameo	0	4	2	0	0	0	2	2.333333333333333	Mon Sep 09 02:58:15 +0000 2013	Pacific Time (US & Canada)	Sun	20	Sep	8
1527	2345	2345	2345	2345	2345	240097251	2011	110888517755871232	<USER> #RAW i guess pinning alicia fox earns you a number one contenders match	0	1	3	1	1	0	3	3.333333333333333	Tue Sep 06 01:34:17 +0000 2011	Pacific Time (US & Canada)	Mon	19	Sep	5
1528	2346	2346	2346	2346	2346	24011546	2014	455559707441127424	'Can you imagine being Channing Tatum ? I would never leave the mirror . ' - <USER>	0	1	1	3	1	0	4	3.6666666666666665	Mon Apr 14 04:14:32 +0000 2014	Quito	Sun	23	Apr	13
1529	2347	2347	2347	2347	2347	24011546	2011	131150412295307264	Hot pizza guy #mhm	2	4	0	0	0	0	2	1.6666666666666667	Mon Oct 31 23:27:49 +0000 2011	Quito	Mon	18	Oct	31
1530	2350	2350	2350	2350	2350	2391722096	2017	887114811464704001	<USER> hi ! After updating my expired payment method , when do I get my music back ? 	0	1	3	1	1	0	3	3.333333333333333	Tue Jul 18 01:00:27 +0000 2017	Pacific Time (US & Canada)	Mon	18	Jul	17
1531	2351	2351	2351	2351	2351	2391722096	2017	912128829279289344	<USER> is ageless ! Watched ( binged ) <USER> and she looks incredible !  💜 	1	1	3	1	0	0	3	2.6666666666666665	Mon Sep 25 01:37:14 +0000 2017	Pacific Time (US & Canada)	Sun	19	Sep	24
1532	2352	2352	2352	2352	2352	239177956	2015	678934432716357632	City Council of Windsor , Ontario , Canada : Freezing Dogs Need Your Help ! By-law needed to define preci . . . <URL> via <USER>	0	0	3	2	1	0	3	3.6666666666666665	Mon Dec 21 13:45:57 +0000 2015	America/New_York	Mon	9	Dec	21
1533	2353	2353	2353	2353	2353	239177956	2015	661228055810203652	2016 Presidential Survey : What do you think about the Democratic candidates ? Take <USER> 's survey : <URL>	0	2	3	1	0	0	3	2.833333333333333	Mon Nov 02 17:07:08 +0000 2015	America/New_York	Mon	12	Nov	2
1534	2354	2354	2354	2354	2354	239233123	2013	411195657970401281	Nothing should hold you back from something you really want . 	3	1	2	0	0	0	1	1.8333333333333333	Thu Dec 12 18:07:39 +0000 2013	Central Time (US & Canada)	Thu	12	Dec	12
1535	2355	2355	2355	2355	2355	239233123	2012	248160797996503041	<USER> I will start , only if you do the same	0	2	3	1	0	0	3	2.833333333333333	Tue Sep 18 20:45:19 +0000 2012	Central Time (US & Canada)	Tue	16	Sep	18
1536	2356	2356	2356	2356	2356	23929712	2013	330129206640009216	Spending the rest of my day watching Goosebumps . 	0	1	3	2	0	0	3	3.1666666666666665	Fri May 03 01:18:31 +0000 2013	Central Time (US & Canada)	Thu	20	May	2
1537	2357	2357	2357	2357	2357	23929712	2014	471363880086544384	Harry Potter Hogwarts Collection Sweepstakes <URL>	0	2	2	2	0	0	2	3.0	Tue May 27 18:54:41 +0000 2014	Central Time (US & Canada)	Tue	14	May	27
1538	2360	2360	2360	2360	2360	243969229	2012	171567799423078400	<USER> 'you what' ? ! Is what I think he will	1	4	1	0	0	0	2	2.0	Mon Feb 20 12:12:05 +0000 2012	Eastern Time (US & Canada)	Mon	7	Feb	20
1539	2361	2361	2361	2361	2361	243969229	2011	145439339999019008	<USER> I so want to go to one of the Conventions . 	1	3	2	0	0	0	2	2.1666666666666665	Sat Dec 10 09:46:55 +0000 2011	Eastern Time (US & Canada)	Sat	5	Dec	10
1540	2364	2364	2364	2364	2364	24406012	2017	933043615894528001	Trying so hard , your Holiness ! <URL>	0	3	3	0	0	0	2	2.5	Tue Nov 21 18:45:07 +0000 2017	Eastern Time (US & Canada)	Tue	14	Nov	21
1541	2365	2365	2365	2365	2365	24406012	2017	928088536636706816	<USER> You can thank Obama 's policies for the economy - please explain exactly what you 've done to deserv… <URL>	0	1	2	2	1	0	3	3.5	Wed Nov 08 02:35:24 +0000 2017	Eastern Time (US & Canada)	Tue	22	Nov	7
1542	2366	2366	2366	2366	2366	2442136598	2015	614191835318104064	President of the People 's Republic of China : STOP THE YULIN DOG MEAT EATING FESTIVAL - Sign the Petit . . . <URL> via <USER>	0	1	0	2	3	0	5	4.166666666666667	Thu Jun 25 22:01:59 +0000 2015	Pacific Time (US & Canada)	Thu	15	Jun	25
1543	2367	2367	2367	2367	2367	2442136598	2016	696907492811345922	Do n't let China host the 2019 World Dog Show unless it stops Yulin 's dog-meat festivals ! <URL>	0	1	1	4	0	0	4	3.5	Tue Feb 09 04:04:28 +0000 2016	Pacific Time (US & Canada)	Mon	20	Feb	8
1544	2372	2372	2372	2372	2372	24463173	2017	928864265364262912	everyone with reputation as your profile pic ? delete your account rjwndjkkxksk	0	1	1	3	1	0	4	3.6666666666666665	Fri Nov 10 05:57:52 +0000 2017	Eastern Time (US & Canada)	Fri	1	Nov	10
1545	2373	2373	2373	2373	2373	24463173	2017	942207515898662912	MISS JORDAN JUST BOUGHT ME A SHOT IM SICK	0	3	1	1	1	0	2	3.0	Sun Dec 17 01:39:11 +0000 2017	Eastern Time (US & Canada)	Sat	21	Dec	16
1546	2376	2376	2376	2376	2376	23340658	2009	1499672697	<USER> LMAO The stans are going to get you ! ! ! 	0	4	2	0	0	0	2	2.333333333333333	Sat Apr 11 22:59:08 +0000 2009	Pacific Time (US & Canada)	Sat	16	Apr	11
1547	2377	2377	2377	2377	2377	23340658	2009	3506950206	Awe ! His [Jeff 's] hoh room is nice . His pictures are awesome ! 	0	2	3	1	0	0	3	2.833333333333333	Mon Aug 24 05:03:37 +0000 2009	Pacific Time (US & Canada)	Sun	22	Aug	23
1548	2382	2382	2382	2382	2382	23355835	2016	716803837399580672	I just checked into Muppets from Space <USER> #Telfie #VoiceofTV <URL>	0	1	2	3	0	0	4	3.333333333333333	Mon Apr 04 01:45:27 +0000 2016	Central Time (US & Canada)	Sun	21	Apr	3
1549	2383	2383	2383	2383	2383	23355835	2016	702710149111275520	<USER> I am at home using on the Internet YOU provide ! As much as we pay our service should be served on a silver platter ! 	0	1	3	0	2	0	3	3.5	Thu Feb 25 04:22:09 +0000 2016	Central Time (US & Canada)	Wed	22	Feb	24
1550	2388	2388	2388	2388	2388	233950353	2017	835691244944781313	C'mon <USER> ! ! Chicago is n't that good ! 	0	3	2	1	0	0	2	2.6666666666666665	Sun Feb 26 03:21:33 +0000 2017	Eastern Time (US & Canada)	Sat	22	Feb	25
1551	2389	2389	2389	2389	2389	233950353	2017	862830980616388608	So . . . <USER> , <USER> , <USER> , <USER> , <USER> , <USER> , <USER> , what do we have to do to get a wedgie tshirt ? 	1	2	3	0	0	0	3	2.333333333333333	Fri May 12 00:45:11 +0000 2017	Eastern Time (US & Canada)	Thu	20	May	11
1552	2390	2390	2390	2390	2390	23406052	2017	941049579881091073	hopefully me as soon as thems fightin herds gets released the music is soooooo goooooood <URL>	1	2	3	0	0	0	3	2.333333333333333	Wed Dec 13 20:57:58 +0000 2017	Central Time (US & Canada)	Wed	15	Dec	13
1553	2391	2391	2391	2391	2391	23406052	2017	938943476728725504	my day sucked so <URL>	5	1	0	0	0	0	1	1.1666666666666667	Fri Dec 08 01:29:04 +0000 2017	Central Time (US & Canada)	Thu	19	Dec	7
1554	2392	2392	2392	2392	2392	23411176	2012	196925573430382592	Your sensual needs can be the source of sadness now , but it is . . . More for Scorpio <URL>	1	2	3	0	0	0	3	2.333333333333333	Mon Apr 30 11:34:50 +0000 2012	Pacific Time (US & Canada)	Mon	5	Apr	30
1555	2393	2393	2393	2393	2393	23411176	2012	225916104218914817	Your intense feelings draw you into uncharted waters today as . . . More for Scorpio <URL>	1	2	3	0	0	0	3	2.333333333333333	Thu Jul 19 11:32:51 +0000 2012	Pacific Time (US & Canada)	Thu	5	Jul	19
1556	2402	2402	2402	2402	2402	23911725	2011	80976971936448512	<USER> <USER> I have to win . I stalked AJ down at the movies last night and he blew me off . To pee . #boybandmeat	1	2	2	1	0	0	2	2.5	Wed Jun 15 12:36:29 +0000 2011	Central Time (US & Canada)	Wed	8	Jun	15
1557	2403	2403	2403	2403	2403	23911725	2013	370234696275214336	'<USER> : Keep it real with the people around you no matter how fake they are . ' 100% ! 	3	3	0	0	0	0	1	1.5	Wed Aug 21 17:23:24 +0000 2013	Central Time (US & Canada)	Wed	12	Aug	21
1558	2404	2404	2404	2404	2404	2391702618	2014	505128178633814016	<USER> would you hold it against me ? 	5	1	0	0	0	0	1	1.1666666666666667	Thu Aug 28 23:01:57 +0000 2014	Athens	Fri	2	Aug	29
1559	2405	2405	2405	2405	2405	2391702618	2014	493212261108838400	Jai Waetford - Get to Know You : <URL> vía <USER>	3	1	1	1	0	0	1	2.0	Sun Jul 27 01:52:21 +0000 2014	Athens	Sun	5	Jul	27
1560	2410	2410	2410	2410	2410	24739635	2011	106036606628147200	Mock state bored today . Waaaaaaaaaaaah . 	4	1	0	0	0	0	1	1.2	Tue Aug 23 16:14:31 +0000 2011	Eastern Time (US & Canada)	Tue	11	Aug	23
1561	2411	2411	2411	2411	2411	24739635	2016	699987553902944256	On the Blog : a little shout-out to Kaley Cuoco in <USER> at the #GRAMMYs  ❕  <URL> #fbloggers #blogger #style	0	0	3	1	1	0	3	3.6	Wed Feb 17 16:03:32 +0000 2016	Eastern Time (US & Canada)	Wed	11	Feb	17
1562	2412	2412	2412	2412	2412	247427155	2016	722236058394501120	A second meeting for interest in girls soccer will be held on Thursday , April 21 at 6 p . m . in the RHS Library . . . . <URL>	0	0	0	1	4	0	5	4.8	Tue Apr 19 01:31:09 +0000 2016	Central Time (US & Canada)	Mon	21	Apr	18
1563	2413	2413	2413	2413	2413	247427155	2015	585999439304744960	The annual Kelly Russell Classic , honoring an athlete who was fatally injured while wearing a Panther uniform , . . . <URL>	0	0	1	3	1	0	4	4.0	Thu Apr 09 02:55:28 +0000 2015	Central Time (US & Canada)	Wed	22	Apr	8
1564	2418	2418	2418	2418	2418	24114057	2011	109869107050057728	<USER> when you get back . . . . we are bangin in brooklyn	0	2	3	0	0	0	3	2.6	Sat Sep 03 06:03:31 +0000 2011	Quito	Sat	1	Sep	3
1565	2419	2419	2419	2419	2419	24114057	2011	140663794987835393	i have noooo attention span tonight , i give up	0	4	1	0	0	0	2	2.2	Sun Nov 27 05:30:36 +0000 2011	Quito	Sun	1	Nov	27
1566	2420	2420	2420	2420	2420	241265260	2011	96235930934976513	<USER> psh we 'll have a make up one and you can always come visit our pad : D	0	4	1	0	0	0	2	2.2	Wed Jul 27 15:10:08 +0000 2011	Quito	Wed	10	Jul	27
1567	2421	2421	2421	2421	2421	241265260	2013	375334938830462976	'Walls of insecurity , shifting eyes and vacancy . . Vanished when I saw your face' #tswift	1	3	1	0	0	0	2	2.0	Wed Sep 04 19:09:57 +0000 2013	Quito	Wed	14	Sep	4
1568	2422	2422	2422	2422	2422	2413360371	2015	651724775967064064	HOCKEY STARTS TODAY	2	0	2	1	0	0	1	2.4	Wed Oct 07 11:44:29 +0000 2015	Pacific Time (US & Canada)	Wed	5	Oct	7
1569	2423	2423	2423	2423	2423	2413360371	2015	618236482671620096	Colleen and Joshua 's wedding video was so beautiful  😍 	0	0	3	1	1	0	3	3.6	Tue Jul 07 01:53:58 +0000 2015	Pacific Time (US & Canada)	Mon	19	Jul	6
1570	2426	2426	2426	2426	2426	23543313	2017	885531358776393729	When you see 'Quintana' trending and you assume it 's <USER> . . . Oops . #TDF2017	0	0	4	0	0	1	3	3.0	Thu Jul 13 16:08:22 +0000 2017	Central Time (US & Canada)	Thu	11	Jul	13
1571	2427	2427	2427	2427	2427	23543313	2017	827364690523205632	People I resent : #lorddampnut , <USER> , and everyone . 	0	2	2	0	0	1	2	2.5	Fri Feb 03 03:54:48 +0000 2017	Central Time (US & Canada)	Thu	22	Feb	2
1572	2428	2428	2428	2428	2428	23547198	2014	447049002878386176	<USER> do you know him ? i actually do ha	3	2	0	0	0	0	1	1.4	Fri Mar 21 16:36:02 +0000 2014	Pacific Time (US & Canada)	Fri	10	Mar	21
1573	2429	2429	2429	2429	2429	23547198	2015	606168173847572480	Do n't miss <USER> Money in the Bank Sunday , June 14 on <USER> , free to new subscribers at <URL> ! <URL>	0	1	2	1	0	1	3	3.0	Wed Jun 03 18:38:49 +0000 2015	Pacific Time (US & Canada)	Wed	12	Jun	3
1574	2430	2430	2430	2430	2430	2355091214	2017	928801440331476993	<USER> I 've used it unironic once describing my inherent love of cheese	0	3	2	0	0	0	2	2.4	Fri Nov 10 01:48:14 +0000 2017	Pacific Time (US & Canada)	Thu	18	Nov	9
1575	2431	2431	2431	2431	2431	2355091214	2017	899695944601542657	The eclipse was amazing . I'm lucky enough that the path of totality consumes my house . <URL>	0	0	4	1	0	0	3	3.2	Mon Aug 21 18:13:23 +0000 2017	Pacific Time (US & Canada)	Mon	11	Aug	21
